estimator_type,n_features,trajectory_length,process_variance,measurement_variance,loss_name,loss_in_dB,loss_std_in_dB,state_loss_in_dB,state_loss_std_in_dB,data_config,training_config,data_name,model_name,time,train_random_variance,test_random_variance
ExtendedKalmanFilter,1,100,0.0001,0.1,posMSE,-14.018869056536298,1.1325872159112151,[-14.01886906  -0.89022329 -18.5394275  -14.42130266],[1.13258722 2.27657252 1.133446   1.77059489],"DataConfig(config_name='default_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))",None,"data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]","ExtendedKalmanFilter_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T11:51:50,None,None
ExtendedKalmanFilter,1,100,0.0001,0.01,velMSE,-4.314838612439507,2.3110739687811828,[-21.82584418  -4.31483861 -19.42951627 -14.67847355],[0.73312306 2.31107397 1.60230892 2.16323039],"DataConfig(config_name='default_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))",None,"data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]","ExtendedKalmanFilter_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T11:52:01,None,None
ExtendedKalmanFilter,1,100,0.0001,0.01,posMSE,-21.825844180996604,0.7331230630459302,[-21.82584418  -4.31483861 -19.42951627 -14.67847355],[0.73312306 2.31107397 1.60230892 2.16323039],"DataConfig(config_name='default_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))",None,"data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]","ExtendedKalmanFilter_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T11:52:11,None,None
ExtendedKalmanFilter,1,100,0.0001,0.001,velMSE,-6.390632826019509,2.4010620023272553,[-30.06888152  -6.39063283 -20.17642543 -14.88176908],[0.52798791 2.401062   1.94033918 2.27156549],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))",None,"data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","ExtendedKalmanFilter_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T11:52:22,None,None
ExtendedKalmanFilter,1,100,0.0001,0.001,posMSE,-30.068881516412375,0.5279879115623736,[-30.06888152  -6.39063283 -20.17642543 -14.88176908],[0.52798791 2.401062   1.94033918 2.27156549],"DataConfig(config_name='default_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=100, trajectory_length=100))",None,"data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]","ExtendedKalmanFilter_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T11:52:32,None,None
KalmanNetNN,1,10000,0.0001,1.0,defMSE,-5.564232223585265,0.0,[ -6.93855173  -0.55769645 -20.25644778 -17.09577678],[0. 0. 0. 0.],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:14:46,None,None
KalmanNetNN,1,10000,0.0001,1.0,velMSE,-0.5576964459627045,0.0,[ -6.93855173  -0.55769645 -20.25644778 -17.09577678],[0. 0. 0. 0.],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:15:08,None,None
KalmanNetNN,1,10000,0.0001,1.0,posMSE,-6.938551732860528,0.0,[ -6.93855173  -0.55769645 -20.25644778 -17.09577678],[0. 0. 0. 0.],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:15:30,None,None
KalmanNetNN,1,10000,0.0001,1.0,defMSE,-4.957775340194532,0.0,[ -5.73572044  -1.76706966 -19.2884148   -4.77793308],[0. 0. 0. 0.],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:15:52,None,None
KalmanNetNN,1,10000,0.0001,1.0,velMSE,-1.767069659367619,0.0,[ -5.73572044  -1.76706966 -19.2884148   -4.77793308],[0. 0. 0. 0.],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:16:13,None,None
KalmanNetNN,1,10000,0.0001,1.0,posMSE,-5.73572044374426,0.0,[ -5.73572044  -1.76706966 -19.2884148   -4.77793308],[0. 0. 0. 0.],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:16:35,None,None
KalmanNetNN,1,10000,0.0001,1.0,defMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:16:57,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,1.0,velMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:17:18,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,1.0,posMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:17:40,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,1.0,defMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:18:01,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,1.0,velMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:18:23,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,1.0,posMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:18:44,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.1,defMSE,-10.06897166610168,0.0,[-12.94126229  -5.10986946 -16.31100204 -19.51347063],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:19:06,None,None
KalmanNetNN,1,10000,0.0001,0.1,velMSE,-5.109869464196544,0.0,[-12.94126229  -5.10986946 -16.31100204 -19.51347063],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:19:28,None,None
KalmanNetNN,1,10000,0.0001,0.1,posMSE,-12.941262291465618,0.0,[-12.94126229  -5.10986946 -16.31100204 -19.51347063],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:19:50,None,None
KalmanNetNN,1,10000,0.0001,0.1,defMSE,-7.125186204198486,0.0,[-13.23462319  -2.69499781  -8.7886606  -12.35645743],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:20:11,None,None
KalmanNetNN,1,10000,0.0001,0.1,velMSE,-2.6949978088479565,0.0,[-13.23462319  -2.69499781  -8.7886606  -12.35645743],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:20:33,None,None
KalmanNetNN,1,10000,0.0001,0.1,posMSE,-13.234623186517284,0.0,[-13.23462319  -2.69499781  -8.7886606  -12.35645743],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:20:55,None,None
KalmanNetNN,1,10000,0.0001,0.1,defMSE,-10.832261024745769,0.0,[-15.36991112  -6.14976897 -13.31455493 -19.24035573],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:21:16,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.1,velMSE,-6.149768969876251,0.0,[-15.36991112  -6.14976897 -13.31455493 -19.24035573],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:21:38,"[4, 4, 1, 1]",None
