estimator_type,n_features,trajectory_length,process_variance,measurement_variance,loss_name,loss_in_dB,loss_std_in_dB,state_loss_in_dB,state_loss_std_in_dB,data_config,training_config,data_name,model_name,time,train_random_variance,test_random_variance
KalmanNetNN,1,250,0.0001,0.001,defMSE,-11.650777391159409,4.246142538498034,[-17.10762409  -6.34211483 -21.74310364 -18.18248183],[4.2205272  4.31883284 3.75103047 3.77176299],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_lr5e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T02:39:28,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.001,defMSE,-8.690055120614714,4.828583487797383,[-14.78359384  -3.49112608 -14.03716126 -16.87929138],[4.69007556 4.89801497 4.96899047 4.33772614],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T03:14:47,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.001,defMSE,-21.874877657178153,2.038646555702833,[-32.14508404 -16.87288756 -26.00217839 -26.36406492],[1.10196057 2.24355942 2.4827854  1.92910772],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T03:55:39,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,velMSE,-10.116397657852369,4.245654781856586,[-23.05444496 -10.11639766 -12.3000221  -17.75928712],[2.95141924 4.24565478 6.53265951 6.0513719 ],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T12:39:28,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.1,velMSE,-0.9030796474463858,2.692452090918583,[-13.68579097  -0.90307965  -9.54644187 -10.89321297],[1.58161625 2.69245209 2.51842312 3.27964828],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T13:41:34,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,velMSE,-10.116397657852369,4.245654781856586,[-23.05444496 -10.11639766 -12.3000221  -17.75928712],[2.95141924 4.24565478 6.53265951 6.0513719 ],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T14:33:16,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,velMSE,-14.829766599815475,2.0724144875679293,[-24.64800363 -14.8297666  -25.67674713 -22.31114958],[0.70111075 2.07241449 1.82536509 1.51889956],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T14:33:39,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,velMSE,-9.116379903230587,2.9647978408849243,[-22.58504288  -9.1163799  -15.97793695 -23.80083464],[0.49072499 2.96479784 2.9626777  2.69659766],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T14:34:01,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,velMSE,2.7753590546448637,3.3243995459145292,[-7.01535566  2.77535905  2.40406145 -7.17125948],[3.35468727 3.32439955 4.06312403 3.43501367],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T14:34:23,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.001,velMSE,-18.405115453668447,2.159455318275434,[-31.1192468  -18.40511545 -23.97481218 -25.08345922],[1.65953859 2.15945532 3.22557674 3.13958365],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T14:34:45,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.001,velMSE,-3.2667990793338015,4.460399121517378,[-20.70235114  -3.26679908  -6.90880739  -8.20840942],[4.35567525 4.46039912 5.15730426 4.57342247],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T14:35:06,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.001,velMSE,-4.9702161310654605,4.118932032651667,[-20.18185157  -4.97021613 -15.79048311 -12.97037965],[3.98676758 4.11893203 3.28191719 4.00100497],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T14:35:28,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.001,velMSE,-2.6004884677222235,5.330944709151172,[-15.69449525  -2.60048847  -5.02278942 -14.73472444],[5.283608   5.33094471 6.01414834 5.082663  ],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T14:35:50,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,1.0,defMSE,-3.8979535542444883,0.9595503269097829,[-6.56355038  0.37066518 -7.13674839 -8.95408168],[0.81504224 1.11090629 3.92917952 3.16795385],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T15:46:02,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,1.0,posMSE,-6.563550383677994,0.8150422439315168,[-6.56355038  0.37066518 -7.13674839 -8.95408168],[0.81504224 1.11090629 3.92917952 3.16795385],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T15:46:24,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.1,defMSE,-9.254855607671399,1.2769583740187116,[-14.95576721  -4.82639492 -10.95123798 -14.75360713],[0.66159334 1.56351963 2.79531103 1.51853101],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T15:46:46,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.1,posMSE,-14.95576720856385,0.6615933415792217,[-14.95576721  -4.82639492 -10.95123798 -14.75360713],[0.66159334 1.56351963 2.79531103 1.51853101],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T15:47:07,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-19.49857107479039,1.7681488369484626,[-24.64800363 -14.8297666  -25.67674713 -22.31114958],[0.70111075 2.07241449 1.82536509 1.51889956],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T15:47:29,"[4, 4, 1, 1]",None
